timestamp,spatial_resolution,depth,batch_size,model_name,model_size,patch_shape,success,duration_seconds,vram_used_bytes,vram_used_gb,vram_used_formatted,vram_peak_bytes,vram_peak_gb,vram_peak_formatted,error_message
2026-01-16T13:27:48.965596,256,64,48,ResNet3D-10,ResNet3D-10,48x64x256x256,True,5.936342239379883,252139520.0,0.2348232269287109,240.46 MB,28437600768.0,26.48457956314087,26.48 GB,
2026-01-16T13:29:01.104288,512,32,24,ResNet3D-10,ResNet3D-10,24x32x512x512,True,6.147706747055054,252139520.0,0.2348232269287109,240.46 MB,28437600768.0,26.48457956314087,26.48 GB,
2026-01-16T13:29:34.952305,512,64,12,ResNet3D-10,ResNet3D-10,12x64x512x512,True,6.19879674911499,252139520.0,0.2348232269287109,240.46 MB,28437600768.0,26.48457956314087,26.48 GB,
2026-01-16T13:28:12.757147,512,16,48,ResNet3D-10,ResNet3D-10,48x16x512x512,True,5.920754909515381,251484160.0,0.2342128753662109,239.83 MB,28436945408.0,26.48396921157837,26.48 GB,
2026-01-16T13:29:50.646159,1024,16,12,ResNet3D-10,ResNet3D-10,12x16x1024x1024,True,6.114159345626831,251484160.0,0.2342128753662109,239.83 MB,28436945408.0,26.48396921157837,26.48 GB,
2026-01-16T13:33:48.883376,256,64,48,ResNet3D-18,ResNet3D-18,48x64x256x256,True,7.20856761932373,554936320.0,0.5168247222900391,529.23 MB,28740397568.0,26.7665810585022,26.77 GB,
2026-01-16T13:34:42.312334,512,24,32,ResNet3D-18,ResNet3D-18,32x24x512x512,True,7.290747165679932,554936320.0,0.5168247222900391,529.23 MB,28740397568.0,26.7665810585022,26.77 GB,
2026-01-16T13:36:07.105767,1024,24,8,ResNet3D-18,ResNet3D-18,8x24x1024x1024,True,7.291012525558472,554936320.0,0.5168247222900391,529.23 MB,28740397568.0,26.7665810585022,26.77 GB,
2026-01-16T13:33:22.656224,256,48,64,ResNet3D-18,ResNet3D-18,64x48x256x256,True,7.233155965805054,554412032.0,0.5163364410400391,528.73 MB,28739873280.0,26.7660927772522,26.77 GB,
2026-01-16T13:35:26.838093,512,48,16,ResNet3D-18,ResNet3D-18,16x48x512x512,True,7.212362289428711,554412032.0,0.5163364410400391,528.73 MB,28739873280.0,26.7660927772522,26.77 GB,
2026-01-16T13:42:32.576335,512,24,32,ResNet3D-34,ResNet3D-34,32x24x512x512,True,9.683619260787964,1043210240.0,0.9715652465820312,994.88 MB,33686661632.0,31.373148441314697,31.37 GB,
2026-01-16T13:44:26.692637,1024,24,8,ResNet3D-34,ResNet3D-34,8x24x1024x1024,True,9.659825563430786,1043210240.0,0.9715652465820312,994.88 MB,33686661632.0,31.373148441314697,31.37 GB,
2026-01-16T13:41:54.927910,512,16,48,ResNet3D-34,ResNet3D-34,48x16x512x512,True,9.418259382247925,1045766144.0,0.9739456176757812,997.32 MB,33337291264.0,31.04777193069458,31.05 GB,
2026-01-16T13:44:11.842310,1024,16,12,ResNet3D-34,ResNet3D-34,12x16x1024x1024,True,9.51516890525818,1045766144.0,0.9739456176757812,997.32 MB,33337291264.0,31.04777193069458,31.05 GB,
2026-01-16T13:43:32.883902,512,48,16,ResNet3D-34,ResNet3D-34,16x48x512x512,True,9.444642543792725,1045372928.0,0.9735794067382812,996.95 MB,33219324416.0,30.937906742095947,30.94 GB,
2026-01-16T13:50:29.418316,512,16,32,ResNet3D-50,ResNet3D-50,32x16x512x512,True,10.44413161277771,767362560.0,0.7146620750427246,731.81 MB,46671628288.0,43.46634101867676,43.47 GB,
2026-01-16T13:52:12.804613,1024,16,8,ResNet3D-50,ResNet3D-50,8x16x1024x1024,True,10.398104429244995,766943129.0,0.7142714494839311,731.41 MB,46650656768.0,43.44680976867676,43.45 GB,
2026-01-16T13:48:43.636161,256,32,64,ResNet3D-50,ResNet3D-50,64x32x256x256,True,10.394602298736572,764806656.0,0.7122817039489746,729.38 MB,46478231552.0,43.28622627258301,43.29 GB,
2026-01-16T13:52:33.380332,1024,32,4,ResNet3D-50,ResNet3D-50,4x32x1024x1024,True,10.617087125778198,764806656.0,0.7122817039489746,729.38 MB,46378650624.0,43.19348430633545,43.19 GB,
2026-01-16T13:51:57.318382,512,64,8,ResNet3D-50,ResNet3D-50,8x64x512x512,True,10.275792360305786,764806656.0,0.7122817039489746,729.38 MB,46378633728.0,43.19346857070923,43.19 GB,
2026-01-16T13:57:28.724753,256,24,64,ResNet3D-101,ResNet3D-101,64x24x256x256,True,9.723525285720823,1393056768.0,1.2973852157592771,1.30 GB,43124252160.0,40.16258955001831,40.16 GB,
2026-01-16T14:01:28.541047,1024,24,4,ResNet3D-101,ResNet3D-101,4x24x1024x1024,True,10.30909538269043,1392401408.0,1.2967748641967771,1.30 GB,43025064448.0,40.07021379470825,40.07 GB,
2026-01-16T14:00:23.656133,512,24,16,ResNet3D-101,ResNet3D-101,16x24x512x512,True,9.7539222240448,1391352832.0,1.2957983016967771,1.30 GB,43023990784.0,40.0692138671875,40.07 GB,
2026-01-16T13:59:56.758382,512,16,24,ResNet3D-101,ResNet3D-101,24x16x512x512,True,10.64442753791809,1395075276.0,1.2992650978267193,1.30 GB,40755912192.0,37.95690107345581,37.96 GB,
2026-01-16T13:58:45.706688,256,48,32,ResNet3D-101,ResNet3D-101,32x48x256x256,True,11.203113317489624,1390776115.0,1.2952611921355128,1.30 GB,40622743040.0,37.83287763595581,37.83 GB,
